@relation see
@attribute averageAltitude REAL
@attribute minAltitude REAL
@attribute maxAltitude REAL
@attribute currentAltitude REAL
@attribute fovValue REAL
@attribute lastAction {explore_off,explore_def,follow,shoot}
@attribute impactProba REAL

@data


-123.17003,-141.4556,-107.971016,-120.87461,19176.195,explore_def,0.6998962,
-129.33197,-145.78015,-110.33615,-127.875984,19733.828,explore_def,0.6690729,
-139.33159,-146.19414,-115.746025,-139.27043,20145.531,explore_def,0.52696,
-121.99444,-129.45523,-108.110916,-119.2799,19599.13,follow,0.53640175,
-124.917015,-134.29234,-112.882454,-123.1711,20445.203,follow,0.7288002,
-124.80572,-134.19756,-112.64902,-122.995346,20471.352,shoot,0.7147907,
-123.84498,-133.9417,-105.485985,-120.60621,18828.383,shoot,0.73774916,
-123.46364,-129.84207,-114.68349,-122.38217,21034.72,follow,0.6439221,
-121.85903,-142.2008,-107.40151,-117.84636,18759.928,follow,0.62080055,
-122.47638,-136.1278,-110.16991,-121.02171,20610.988,shoot,0.57109463,
-119.63265,-143.51875,-105.79513,-112.371895,17005.982,follow,0.7042554,
-117.182686,-144.1853,-106.06806,-110.753716,17861.39,shoot,0.6508821,
-120.87043,-132.42633,-109.38089,-118.59582,19332.934,follow,0.6746765,
-119.76298,-133.10086,-108.025024,-116.820274,19178.04,shoot,0.6227933,
-131.50323,-139.85254,-110.990295,-129.8682,17605.621,explore_off,0.47400966,
-131.04272,-139.51303,-110.347435,-129.46643,17736.238,follow,0.63059825,
-130.48361,-138.16504,-97.479385,-129.12308,18191.752,shoot,0.6083756,
-134.1982,-139.93921,-109.33014,-133.89795,20437.27,explore_def,0.51795316,
-134.41475,-140.02206,-116.382385,-133.8769,20591.82,explore_def,0.593106,
-131.31676,-139.5343,-107.50693,-129.97978,19091.26,shoot,0.6565777,
-130.5461,-139.41656,-106.779305,-129.35555,19347.7,shoot,0.6442458,
-128.8666,-139.2768,-108.41034,-127.033424,17479.844,shoot,0.6225735,
-127.15366,-139.83841,-103.02399,-125.21431,17492.783,shoot,0.64009553,
-129.07843,-143.05278,-106.84539,-127.51941,17789.98,follow,0.68042314,
-130.30927,-135.48372,-108.46298,-129.42313,19650.049,follow,0.599758,
-130.58261,-139.48793,-105.78445,-129.64926,18540.31,follow,0.700359,
-131.14471,-139.6078,-107.13649,-130.5455,19544.482,shoot,0.6951012,
-130.90187,-137.06848,-106.424866,-130.59882,19538.586,follow,0.66539264,
-128.72389,-140.12561,-109.03947,-126.404526,16139.832,follow,0.62043655,
-126.51295,-137.1326,-107.715004,-125.47691,19898.438,follow,0.7122291,
-129.48549,-136.68459,-116.39946,-125.84118,17969.5,explore_def,0.59331685,
-128.61401,-140.40778,-108.293686,-122.51526,15951.018,explore_def,0.46119142,
-135.60985,-139.74893,-114.13527,-135.61218,20866.488,explore_def,0.46262586,
-133.64354,-139.7046,-104.30443,-132.79155,19655.918,explore_def,0.5781051,
-131.4738,-139.42932,-109.328896,-129.04288,17743.97,follow,0.6329567,
-132.23343,-138.23032,-110.18403,-131.01305,19284.352,shoot,0.5736156,
-126.728584,-137.93439,-110.00237,-121.639366,15242.222,follow,0.5816128,
-127.79809,-136.11061,-110.41545,-125.18016,18298.422,follow,0.61345136,
-127.59337,-139.13428,-105.33089,-123.94519,17476.23,shoot,0.56438,
-133.02939,-139.91905,-114.88323,-132.57173,20206.672,follow,0.66881853,
-125.76189,-143.11401,-102.5018,-14.583336,15270.953,idle,0.7509497,
-116.38631,-141.54626,-98.33212,-108.2887,16429.756,explore_def,0.6629589,
-119.485985,-142.48166,-99.95834,-114.89005,17097.738,explore_def,0.52949214,
-126.11226,-144.01851,-102.46741,-122.47765,16086.769,explore_def,0.3816854,
-119.94,-142.4076,-99.208176,-113.925995,16095.129,explore_off,0.40524635,
-126.24384,-136.09338,-106.66763,-122.81829,16140.794,follow,0.54460394,
-126.14362,-133.90106,-103.46225,-123.58687,17392.27,shoot,0.52845687,
-123.60429,-134.595,-104.79515,-118.00816,15731.964,follow,0.60403234,
-122.21471,-131.95448,-102.60434,-119.89551,18889.465,shoot,0.73880494,
-126.589905,-135.83017,-101.76003,-123.89712,17167.291,follow,0.6557953,
-128.62534,-136.4415,-101.72276,-126.898895,18957.219,follow,0.63934094,
-127.399475,-136.24582,-105.350204,-125.85347,19105.57,shoot,0.6853553,
-129.41501,-133.31177,-109.471565,-128.78293,20410.316,explore_def,0.377443,
-128.46767,-135.03334,-111.23614,-126.55258,18457.945,explore_def,0.37297252,
-128.87038,-135.4384,-108.22035,-127.69594,19498.602,explore_off,0.33883277,
-126.113914,-135.87871,-106.80682,-123.10751,17423.066,explore_off,0.41031644,
-126.70908,-133.17537,-111.96751,-123.48214,18227.9,follow,0.6379946,
-130.95364,-142.96155,-116.056946,-128.81755,19099.469,follow,0.6539365,
-128.78743,-143.70941,-114.68764,-126.46311,19465.113,shoot,0.63263685,
-126.03755,-139.95653,-112.38777,-124.514145,20711.957,follow,0.62517893,
-125.901665,-143.26334,-109.05435,-119.056496,16080.419,follow,0.6114359,
-124.66672,-143.63351,-106.77586,-119.8237,17811.168,shoot,0.64530927,
