@relation shoot 
@attribute minAltitude REAL
@attribute maxAltitude REAL
@attribute currentAltitude REAL
@attribute fovValue REAL
@attribute lastAction {explore_off,explore_def,follow,shoot,idle}
@attribute life numeric
@attribute result {DEFEAT,VICTORY}

@data


-255.0,-244.58563,-15.721363,17786.926,shoot,2,?,
-255.0,-244.58563,-13.435093,17786.926,shoot,2,?,
-255.0,-244.58563,-47.845062,17786.926,shoot,2,?,
-255.0,-244.58563,47.918343,17786.926,shoot,2,?,
-255.0,-244.58563,-17.044601,17786.926,shoot,2,?,
-255.0,-244.58563,-25.517433,17786.926,shoot,2,?,
-255.0,-244.58563,-10.745823,17786.926,shoot,2,?,
-255.0,-244.58563,-39.92995,17786.926,shoot,2,?,
-255.0,-244.58563,46.250732,17786.926,shoot,2,?,
-255.0,-244.58563,-14.740233,17786.926,shoot,2,?,
-255.0,-244.58563,-46.480766,17786.926,shoot,2,?,
-255.0,-244.58563,-4.5192556,17786.926,shoot,2,?,
-255.0,-244.58563,-18.491854,17786.926,shoot,2,?,
-255.0,-244.58563,-4.1839523,17786.926,shoot,2,?,
-255.0,-244.58563,-12.981658,17786.926,shoot,2,?,
-255.0,-244.58563,-46.221786,17786.926,shoot,2,?,
-255.0,-244.58563,17.032784,17786.926,shoot,2,?,
-255.0,-244.58563,-15.721275,17786.926,shoot,2,?,
-255.0,-244.58563,-24.462524,17786.926,shoot,2,?,
-255.0,-244.58563,-11.047987,17786.926,shoot,2,?,
-255.0,-244.58563,-19.152767,17786.926,shoot,2,?,
-255.0,-244.58563,-1.4947824,17786.926,shoot,2,?,
-255.0,-244.58563,-14.1644745,17786.926,shoot,2,?,
-255.0,-244.58563,-31.261185,17786.926,shoot,2,?,
-255.0,-244.58563,-9.134224,17786.926,shoot,2,?,
-255.0,-244.58563,-16.397419,17786.926,shoot,2,?,
-255.0,-244.58563,-14.4047785,17786.926,shoot,2,?,
-255.0,-244.58563,-12.921493,17786.926,shoot,2,?,
-255.0,-244.58563,-18.924711,17786.926,shoot,2,?,
-255.0,-244.58563,-2.4815073,17786.926,shoot,2,?,
-255.0,-244.58563,-14.947616,17786.926,shoot,2,?,
-255.0,-244.58563,-21.777348,17786.926,shoot,2,?,
-255.0,-244.58563,-11.970646,17786.926,shoot,2,?,
-255.0,-244.58563,-16.668858,17786.926,shoot,2,?,
-255.0,-244.58563,-10.474291,17786.926,shoot,2,?,
-255.0,-244.58563,-13.923378,17786.926,shoot,2,?,
-255.0,-244.58563,-24.034248,17786.926,shoot,2,?,
-255.0,-244.58563,-11.745306,17786.926,shoot,2,?,
-255.0,-244.58563,-15.404917,17786.926,shoot,2,?,
-255.0,-244.58563,-16.404081,17786.926,shoot,2,?,
-255.0,-244.58563,-13.238491,17786.926,shoot,2,?,
-255.0,-244.58563,-16.444458,17786.926,shoot,2,?,
-255.0,-244.58563,-9.732731,17786.926,shoot,2,?,
-255.0,-244.58563,-14.538884,17786.926,shoot,2,?,
-255.0,-244.58563,-19.114676,17786.926,shoot,2,?,
-255.0,-244.58563,-13.101569,17786.926,shoot,2,?,
-255.0,-244.58563,-15.477752,17786.926,shoot,2,?,
-255.0,-244.58563,-13.851401,17786.926,shoot,2,?,
-255.0,-244.58563,-14.044548,17786.926,shoot,2,?,
-255.0,-244.58563,-15.627813,17786.926,shoot,2,?,
-255.0,-244.58563,-13.722523,17786.926,shoot,2,?,
-255.0,-244.58563,-14.778176,17786.926,shoot,2,?,
-255.0,-244.58563,-14.838985,17786.926,shoot,2,?,
-255.0,-244.58563,-14.292949,17786.926,shoot,2,?,
