@relation shoot
@attribute averageAltitude REAL
@attribute minAltitude REAL
@attribute maxAltitude REAL
@attribute currentAltitude REAL
@attribute fovValue REAL
@attribute lastAction {explore_off,explore_def,follow,shoot}
@attribute life numeric
@attribute impactProba REAL

@data

-122.82809,-145.1853,-104.99334,-114.67592,14600.214,explore_off,12,0.0,
-126.35524,-145.35245,-105.98992,-121.05431,15045.841,explore_off,10,0.0,
-124.65949,-142.63394,-108.23891,-56.3889,12984.536,idle,12,0.0,
-121.01914,-138.11119,-108.6749,-116.329185,18233.414,follow,10,0.0,
-122.409546,-129.36696,-110.34926,-120.13129,20229.812,shoot,8,0.0,
-119.63265,-143.51875,-105.79513,-112.371895,17005.982,follow,6,0.7042554,
-117.182686,-144.1853,-106.06806,-110.753716,17861.39,shoot,4,0.6508821,
-124.84828,-139.47972,-103.08835,-56.3889,11727.529,idle,12,0.0,
-123.08457,-135.13005,-98.41453,-121.12837,19251.795,explore_off,10,0.0,
-130.24751,-138.96048,-101.35743,-129.27411,19449.424,follow,8,0.0,
-126.81156,-139.1853,-105.644325,-123.81726,15307.74,follow,6,0.0,
-127.613556,-138.77972,-100.61115,-124.678764,15841.072,follow,4,0.0,
-127.15366,-139.83841,-103.02399,-125.21431,17492.783,shoot,12,0.64009553,
-127.73238,-142.2489,-105.087395,-123.654274,13814.445,follow,10,0.0,
-128.72551,-137.27878,-105.23053,-127.534935,17854.395,follow,8,0.0,
-128.02388,-135.415,-99.538376,-126.51664,17457.547,shoot,6,0.0,
-128.0221,-138.11418,-106.19532,-125.35669,15314.76,follow,4,0.0,
-127.19811,-143.40862,-108.84376,-56.3889,12989.261,idle,12,0.0,
-126.728584,-137.93439,-110.00237,-121.639366,15242.222,follow,10,0.5816128,
-126.92004,-137.76091,-106.17541,-120.4464,14449.633,shoot,8,0.0,
-128.5659,-140.37183,-107.15839,-125.01019,17642.127,follow,6,0.0,
-130.27492,-142.51135,-108.4828,-127.81179,17605.053,follow,4,0.0,
-125.25562,-148.38614,-104.49151,-56.3889,11826.623,idle,12,0.0,
-119.84742,-146.964,-101.80282,-108.07002,12949.673,idle,10,0.0,
-140.85655,-149.94675,-115.69535,-140.53613,17825.91,explore_def,8,0.0,
-132.48318,-148.97171,-105.4213,-130.26378,16559.316,explore_off,6,0.0,
-128.0847,-150.6326,-99.71323,-124.39132,15597.354,explore_off,4,0.0,
-124.070175,-140.99579,-106.344246,-52.50001,13042.261,idle,12,0.0,
-122.66533,-144.01553,-103.79109,-118.769585,16823.809,explore_off,10,0.0,
-119.94,-142.4076,-99.208176,-113.925995,16095.129,explore_off,8,0.40524635,
-124.268295,-137.99232,-104.01842,-120.85988,17351.742,follow,6,0.0,
-127.820366,-137.46388,-103.78848,-125.707016,17768.29,shoot,4,0.0,
-124.99677,-143.80592,-109.716705,-52.50001,13670.811,idle,12,0.0,
-126.11537,-144.17796,-109.60083,-119.76397,16753.72,follow,10,0.0,
-127.289246,-144.3833,-111.29077,-119.84617,16541.19,follow,8,0.0,
-130.33478,-144.48692,-111.2499,-126.49443,18647.377,follow,6,0.0,
-122.37169,-135.23427,-106.24595,-117.217995,16330.861,follow,4,0.0,
-126.23238,-140.86493,-110.32863,-56.3889,12953.14,idle,12,0.0
-127.95575,-143.55893,-109.752594,-123.497406,18291.34,explore_off,10,0.0
-123.48636,-139.6908,-107.7538,-118.51445,15833.182,shoot,8,0.0
-122.012596,-140.03764,-107.073715,-112.3469,14210.358,follow,6,0.0
-125.3096,-137.05447,-108.20459,-121.98429,19206.166,follow,4,0.0
-125.46853,-141.99867,-111.38446,-120.21863,16827.525,follow,12,0.5504704
-124.24886,-144.54237,-110.87543,-118.36355,17922.072,shoot,10,0.6610582
-125.26956,-144.8363,-109.7434,-119.296364,18183.0,shoot,8,0.0
-124.91468,-139.7724,-112.477936,-120.40279,19003.658,shoot,6,0.0
-126.46677,-137.19551,-110.175766,-121.62093,18542.496,shoot,4,0.6653259
-126.83339,-146.54086,-105.69776,-56.3889,11928.497,idle,12,0.0
-125.85933,-137.85403,-109.47094,-119.45888,15201.122,follow,10,0.0
-126.300934,-140.18718,-107.345764,-117.11734,13405.356,follow,8,0.0
-131.58696,-147.55838,-116.55739,-129.40652,18787.234,shoot,6,0.0
-130.19716,-137.76819,-115.733025,-129.33243,20050.352,follow,12,0.0
-123.52856,-136.4564,-111.166,-117.83853,17973.84,shoot,10,0.65742457
-122.15376,-135.30511,-112.08828,-114.66913,16970.928,shoot,8,0.0
-124.634445,-136.63391,-112.374344,-118.498024,17882.408,follow,6,0.0
-126.87357,-138.36589,-113.726654,-121.95636,17182.096,follow,4,0.0
-129.46173,-148.55217,-105.8914,-60.41668,13130.527,idle,12,0.0
-135.12212,-152.68155,-114.92511,-131.23006,15113.197,follow,10,0.0
-127.09732,-142.18993,-112.0302,-122.76341,16782.36,follow,8,0.651214
-129.04141,-149.03316,-111.67085,-17.543558,15517.029,explore_def,12,0.6806979
-129.04141,-149.03316,-111.67085,-17.543558,15517.029,explore_def,12,0.6806979
-126.34407,-151.54135,-112.73029,-119.332596,15310.658,explore_off,8,0.0
-132.64053,-152.36812,-108.77051,-125.85634,14593.469,explore_off,6,0.0
-121.76848,-145.6671,-111.970924,-115.812325,17654.193,explore_off,4,0.0
-124.06675,-135.56242,-111.14,-116.52918,15507.327,follow,12,0.0
-121.051094,-133.61998,-110.17132,-117.191956,18179.518,follow,10,0.0
-121.09794,-135.301,-109.239555,-116.75338,17755.746,follow,8,0.0
-120.33795,-134.5257,-109.24227,-114.44129,17343.357,shoot,6,0.0
-122.155045,-135.43974,-109.491936,-111.33197,14756.526,follow,4,0.0
-125.48351,-144.33627,-108.81156,-68.88889,12097.514,idle,12,0.0
-126.49477,-140.60588,-109.57781,-122.399445,15965.943,follow,10,0.0
-122.534424,-133.61655,-109.25696,-120.3391,19781.469,follow,8,0.0
-125.307,-134.86684,-110.54784,-121.939255,17671.89,follow,6,0.0
-124.84261,-133.2477,-110.03442,-121.66108,17784.219,follow,4,0.0
-125.826645,-141.44762,-102.494225,-60.41668,11462.38,idle,12,0.0
-126.33286,-140.93661,-110.84559,-124.601906,18610.219,explore_def,10,0.0
-125.421844,-140.99902,-108.55741,-122.89043,18584.535,follow,8,0.0
-125.73701,-141.86923,-106.085526,-120.04409,16328.518,follow,6,0.0
-125.821335,-140.21477,-106.36292,-119.996895,15716.205,follow,4,0.0
-126.01369,-143.49716,-103.7815,-56.3889,12349.604,idle,12,0.0
-126.599174,-137.30896,-110.24691,-121.83379,16660.71,follow,10,0.0
-127.31333,-137.16498,-109.97146,-124.583984,17849.398,shoot,8,0.0
-122.22866,-134.87326,-103.20067,-118.61354,18193.889,follow,6,0.0
-122.91169,-129.51662,-114.316574,-120.287834,19882.662,follow,4,0.0
